"site","year","species","abund"
"1995_19_exclosure_winter",1995,"lepi lasi",18
"1995_19_exclosure_winter",1995,"lesq gord",57
"1995_19_exclosure_winter",1995,"lina texa",1
"1995_19_exclosure_winter",1995,"lupi conc",42
"1995_19_exclosure_winter",1995,"micr lene",6
"1995_19_exclosure_winter",1995,"oeno prim",3
"1995_19_exclosure_winter",1995,"phac ariz",17
"1995_19_exclosure_winter",1995,"plan purs",36
"1995_19_exclosure_winter",1995,"sper echi",3
"1995_19_exclosure_winter",1995,"step exig",2
"1995_19_exclosure_winter",1995,"vulp octo",10
"1995_20_exclosure_winter",1995,"astr allo",4
"1995_20_exclosure_winter",1995,"astr nutt",55
"1995_20_exclosure_winter",1995,"caly wrig",9
"1995_20_exclosure_winter",1995,"chae stev",1
"1995_20_exclosure_winter",1995,"chen frem",1
"1995_20_exclosure_winter",1995,"cryp cras",2
"1995_20_exclosure_winter",1995,"cryp micr",133
"1995_20_exclosure_winter",1995,"desc pinn",27
"1995_20_exclosure_winter",1995,"eria diff",474
"1995_20_exclosure_winter",1995,"erig dive",1
"1995_20_exclosure_winter",1995,"erio aber",75
"1995_20_exclosure_winter",1995,"esch mexi",2
"1995_20_exclosure_winter",1995,"gili sinu",43
"1995_20_exclosure_winter",1995,"hapl grac",193
"1995_20_exclosure_winter",1995,"lapp redo",3
"1995_20_exclosure_winter",1995,"lepi lasi",74
"1995_20_exclosure_winter",1995,"lesq gord",1
"1995_20_exclosure_winter",1995,"lupi conc",1
"1995_20_exclosure_winter",1995,"micr lene",1
"1995_20_exclosure_winter",1995,"oeno prim",6
"1995_20_exclosure_winter",1995,"phac ariz",37
"1995_20_exclosure_winter",1995,"sper echi",79
"1995_20_exclosure_winter",1995,"step exig",7
"1995_20_exclosure_winter",1995,"vulp octo",81
"1995_21_exclosure_winter",1995,"astr allo",2
"1995_21_exclosure_winter",1995,"astr nutt",919
"1995_21_exclosure_winter",1995,"caly wrig",6
"1995_21_exclosure_winter",1995,"chae stev",39
"1995_21_exclosure_winter",1995,"chen frem",5
"1995_21_exclosure_winter",1995,"cryp cras",1
"1995_21_exclosure_winter",1995,"cryp micr",46
"1995_21_exclosure_winter",1995,"desc pinn",6
"1995_21_exclosure_winter",1995,"eria diff",200
"1995_21_exclosure_winter",1995,"erio aber",4
"1995_21_exclosure_winter",1995,"erod cicu",35
"1995_21_exclosure_winter",1995,"erod texa",2
"1995_21_exclosure_winter",1995,"esch mexi",14
"1995_21_exclosure_winter",1995,"gili sinu",20
"1995_21_exclosure_winter",1995,"hapl grac",94
"1995_21_exclosure_winter",1995,"lapp redo",3
"1995_21_exclosure_winter",1995,"lepi lasi",22
"1995_21_exclosure_winter",1995,"lesq gord",46
"1995_21_exclosure_winter",1995,"lupi conc",31
"1995_21_exclosure_winter",1995,"micr lene",20
"1995_21_exclosure_winter",1995,"oeno prim",2
"1995_21_exclosure_winter",1995,"phac ariz",37
"1995_21_exclosure_winter",1995,"plan purs",13
"1995_21_exclosure_winter",1995,"sper echi",9
"1995_21_exclosure_winter",1995,"step exig",11
"1995_21_exclosure_winter",1995,"vulp octo",2
"1995_22_control_winter",1995,"astr allo",2
"1995_22_control_winter",1995,"astr nutt",2
"1995_22_control_winter",1995,"caly wrig",15
"1995_22_control_winter",1995,"chae stev",9
"1995_22_control_winter",1995,"cryp cras",3
"1995_22_control_winter",1995,"cryp micr",163
"1995_22_control_winter",1995,"desc pinn",32
"1995_22_control_winter",1995,"eria diff",272
"1995_22_control_winter",1995,"erig dive",12
"1995_22_control_winter",1995,"erio aber",88
"1995_22_control_winter",1995,"erod cicu",7
"1995_22_control_winter",1995,"esch mexi",65
"1995_22_control_winter",1995,"gili sinu",103
"1995_22_control_winter",1995,"hapl grac",51
"1995_22_control_winter",1995,"lapp redo",1
"1995_22_control_winter",1995,"lepi lasi",9
"1995_22_control_winter",1995,"lina texa",1
"1995_22_control_winter",1995,"lupi conc",1
"1995_22_control_winter",1995,"micr lene",17
"1995_22_control_winter",1995,"phac ariz",8
"1995_22_control_winter",1995,"plag ariz",1
"1995_22_control_winter",1995,"plan purs",9
"1995_22_control_winter",1995,"sper echi",139
"1995_22_control_winter",1995,"step exig",7
"1995_22_control_winter",1995,"vulp octo",926
"1995_23_removal_winter",1995,"astr allo",1
"1995_23_removal_winter",1995,"astr nutt",1816
"1995_23_removal_winter",1995,"caly wrig",3
"1995_23_removal_winter",1995,"chae stev",59
"1995_23_removal_winter",1995,"chen frem",6
"1995_23_removal_winter",1995,"cryp micr",33
"1995_23_removal_winter",1995,"desc pinn",7
"1995_23_removal_winter",1995,"eria diff",153
"1995_23_removal_winter",1995,"erio aber",19
"1995_23_removal_winter",1995,"erod cicu",139
"1995_23_removal_winter",1995,"erod texa",13
"1995_23_removal_winter",1995,"esch mexi",20
"1995_23_removal_winter",1995,"gili sinu",17
"1995_23_removal_winter",1995,"hapl grac",78
"1995_23_removal_winter",1995,"lapp redo",1
"1995_23_removal_winter",1995,"lepi lasi",6
"1995_23_removal_winter",1995,"lesq gord",211
"1995_23_removal_winter",1995,"lina texa",1
"1995_23_removal_winter",1995,"lupi conc",30
"1995_23_removal_winter",1995,"micr lene",5
"1995_23_removal_winter",1995,"oeno prim",1
"1995_23_removal_winter",1995,"phac ariz",22
"1995_23_removal_winter",1995,"plan purs",105
"1995_23_removal_winter",1995,"sper echi",7
"1995_23_removal_winter",1995,"step exig",1
"1995_23_removal_winter",1995,"vulp octo",106
"1995_24_removal_winter",1995,"ambr arte",2
"1995_24_removal_winter",1995,"astr allo",2
"1995_24_removal_winter",1995,"astr nutt",242
"1995_24_removal_winter",1995,"bail mult",3
"1995_24_removal_winter",1995,"caly wrig",13
"1995_24_removal_winter",1995,"chae stev",11
"1995_24_removal_winter",1995,"chen frem",2
"1995_24_removal_winter",1995,"cryp cras",9
"1995_24_removal_winter",1995,"cryp micr",18
"1995_24_removal_winter",1995,"desc pinn",54
"1995_24_removal_winter",1995,"eria diff",96
"1995_24_removal_winter",1995,"erio aber",66
"1995_24_removal_winter",1995,"erod cicu",1
"1995_24_removal_winter",1995,"hapl grac",50
"1995_24_removal_winter",1995,"lepi lasi",9
"1995_24_removal_winter",1995,"lesq gord",17
"1995_24_removal_winter",1995,"lina texa",1
"1995_24_removal_winter",1995,"lupi conc",1
"1995_24_removal_winter",1995,"micr lene",1
"1995_24_removal_winter",1995,"oeno prim",3
"1995_24_removal_winter",1995,"phac ariz",19
"1995_24_removal_winter",1995,"plan purs",8
"1995_24_removal_winter",1995,"sper echi",35
"1995_24_removal_winter",1995,"step exig",8
"1995_24_removal_winter",1995,"vulp octo",70
"1996_2_control_winter",1996,"ambr arte",1
"1996_2_control_winter",1996,"dale brac",1
"1996_2_control_winter",1996,"pani hirt",2
"1996_3_exclosure_winter",1996,"dale brac",3
"1996_3_exclosure_winter",1996,"pani hirt",2
"1996_11_control_winter",1996,"dale brac",1
"1996_11_control_winter",1996,"pani hirt",3
"1996_21_exclosure_winter",1996,"pani hirt",5
"1996_22_control_winter",1996,"dale brac",4
"1996_22_control_winter",1996,"pani hirt",12
"1996_21_exclosure_winter",1996,"erio aber",13
"1997_2_control_winter",1997,"ambr arte",3
"1997_2_control_winter",1997,"chen frem",3
"1997_2_control_winter",1997,"dale brac",1
"1997_2_control_winter",1997,"erio aber",54
"1997_2_control_winter",1997,"hapl grac",2
"1997_2_control_winter",1997,"pani hirt",2
"1997_3_exclosure_winter",1997,"chen frem",1
"1997_3_exclosure_winter",1997,"dale brac",1
"1997_3_exclosure_winter",1997,"erio aber",19
"1997_3_exclosure_winter",1997,"hapl grac",7
"1997_3_exclosure_winter",1997,"pani hirt",6
"1997_4_control_winter",1997,"erio aber",79
"1997_4_control_winter",1997,"pani hirt",8
"1997_5_removal_winter",1997,"erio aber",52
"1997_5_removal_winter",1997,"hapl grac",5
"1997_5_removal_winter",1997,"pani hirt",8
"1997_6_exclosure_winter",1997,"erio aber",25
"1997_6_exclosure_winter",1997,"hapl grac",7
"1997_6_exclosure_winter",1997,"pani hirt",11
"1997_7_removal_winter",1997,"dale brac",8
"1997_7_removal_winter",1997,"erio aber",24
"1997_7_removal_winter",1997,"hapl grac",2
"1997_8_control_winter",1997,"bail mult",1
"1997_8_control_winter",1997,"erio aber",87
"1997_8_control_winter",1997,"hapl grac",17
"1997_8_control_winter",1997,"pani hirt",1
"1997_10_removal_winter",1997,"dale brac",19
"1997_10_removal_winter",1997,"erio aber",59
"1997_10_removal_winter",1997,"hapl grac",3
"1997_10_removal_winter",1997,"pani hirt",4
"1997_11_control_winter",1997,"erio aber",47
"1997_11_control_winter",1997,"hapl grac",15
"1997_11_control_winter",1997,"pani hirt",3
"1997_12_control_winter",1997,"erio aber",48
"1997_12_control_winter",1997,"hapl grac",5
"1997_12_control_winter",1997,"pani hirt",1
"1997_13_exclosure_winter",1997,"erio aber",26
"1997_13_exclosure_winter",1997,"hapl grac",6
"1997_13_exclosure_winter",1997,"pani hirt",2
"1997_14_control_winter",1997,"erio aber",48
"1997_14_control_winter",1997,"hapl grac",6
"1997_14_control_winter",1997,"pani hirt",5
"1997_15_exclosure_winter",1997,"erio aber",50
"1997_15_exclosure_winter",1997,"hapl grac",1
"1997_15_exclosure_winter",1997,"pani hirt",17
"1997_16_removal_winter",1997,"dale brac",7
"1997_16_removal_winter",1997,"erio aber",18
"1997_16_removal_winter",1997,"hapl grac",2
"1997_16_removal_winter",1997,"pani hirt",3
"1997_17_control_winter",1997,"erio aber",67
"1997_17_control_winter",1997,"hapl grac",3
"1997_18_exclosure_winter",1997,"erio aber",27
"1997_18_exclosure_winter",1997,"hapl grac",13
"1997_18_exclosure_winter",1997,"pani hirt",7
"1997_19_exclosure_winter",1997,"erio aber",39
"1997_19_exclosure_winter",1997,"hapl grac",7
"1997_19_exclosure_winter",1997,"pani hirt",10
"1997_20_exclosure_winter",1997,"erio aber",78
"1997_20_exclosure_winter",1997,"hapl grac",24
"1997_20_exclosure_winter",1997,"pani hirt",3
"1997_21_exclosure_winter",1997,"erio aber",26
"1997_21_exclosure_winter",1997,"hapl grac",28
"1997_21_exclosure_winter",1997,"pani hirt",3
"1997_22_control_winter",1997,"erio aber",60
"1997_22_control_winter",1997,"hapl grac",9
"1997_22_control_winter",1997,"pani hirt",21
"1997_23_removal_winter",1997,"dale brac",1
"1997_23_removal_winter",1997,"erio aber",34
"1997_23_removal_winter",1997,"hapl grac",3
"1997_23_removal_winter",1997,"pani hirt",11
"1997_24_removal_winter",1997,"ambr arte",6
"1997_24_removal_winter",1997,"erio aber",50
"1997_24_removal_winter",1997,"hapl grac",3
"1997_24_removal_winter",1997,"pani hirt",1
"1997_2_control_winter",1997,"ambr arte",1
"1997_2_control_winter",1997,"astr allo",1
"1997_2_control_winter",1997,"astr nutt",3
"1997_2_control_winter",1997,"cryp cras",2
"1997_2_control_winter",1997,"cryp micr",141
"1997_2_control_winter",1997,"desc pinn",28
"1997_2_control_winter",1997,"eria diff",61
"1997_2_control_winter",1997,"erio aber",74
"1997_2_control_winter",1997,"erod cicu",240
"1997_2_control_winter",1997,"esch mexi",2
"1997_2_control_winter",1997,"gili sinu",45
"1997_2_control_winter",1997,"hapl grac",3
"1997_2_control_winter",1997,"lapp redo",149
"1997_2_control_winter",1997,"lepi lasi",2
"1997_2_control_winter",1997,"mala fend",1
"1997_2_control_winter",1997,"micr lene",4
"1997_2_control_winter",1997,"phac ariz",29
"1997_2_control_winter",1997,"plag ariz",4
"1997_2_control_winter",1997,"plan purs",3
"1997_2_control_winter",1997,"sper echi",31
"1997_2_control_winter",1997,"step exig",1
"1997_2_control_winter",1997,"vulp octo",73
"1997_3_exclosure_winter",1997,"astr nutt",258
"1997_3_exclosure_winter",1997,"bail mult",1
"1997_3_exclosure_winter",1997,"chen frem",1
"1997_3_exclosure_winter",1997,"cryp cras",3
"1997_3_exclosure_winter",1997,"cryp micr",13
"1997_3_exclosure_winter",1997,"desc pinn",4
"1997_3_exclosure_winter",1997,"eria diff",14
"1997_3_exclosure_winter",1997,"erio aber",135
"1997_3_exclosure_winter",1997,"erod cicu",450
"1997_3_exclosure_winter",1997,"gili sinu",2
"1997_3_exclosure_winter",1997,"hapl grac",81
"1997_3_exclosure_winter",1997,"lapp redo",3
"1997_3_exclosure_winter",1997,"lesq gord",11
"1997_3_exclosure_winter",1997,"micr lene",11
"1997_3_exclosure_winter",1997,"oeno prim",2
"1997_3_exclosure_winter",1997,"phac ariz",2
"1997_3_exclosure_winter",1997,"plan purs",352
"1997_3_exclosure_winter",1997,"sper echi",4
"1997_3_exclosure_winter",1997,"vulp octo",6
"1997_4_control_winter",1997,"astr nutt",288
"1997_4_control_winter",1997,"chae stev",156
"1997_4_control_winter",1997,"chen frem",4
"1997_4_control_winter",1997,"chor tene",2
"1997_4_control_winter",1997,"cryp cras",24
"1997_4_control_winter",1997,"desc pinn",21
"1997_4_control_winter",1997,"eria diff",9
"1997_4_control_winter",1997,"erio aber",397
"1997_4_control_winter",1997,"erod cicu",16
"1997_4_control_winter",1997,"erod texa",1
"1997_4_control_winter",1997,"hapl grac",31
"1997_4_control_winter",1997,"lesq gord",12
"1997_4_control_winter",1997,"lupi conc",10
"1997_4_control_winter",1997,"micr lene",5
"1997_4_control_winter",1997,"oeno prim",7
"1997_4_control_winter",1997,"phac ariz",1
"1997_4_control_winter",1997,"sper echi",2
"1997_4_control_winter",1997,"step exig",2
"1997_4_control_winter",1997,"vulp octo",18
"1997_5_removal_winter",1997,"astr nutt",327
"1997_5_removal_winter",1997,"bail mult",2
"1997_5_removal_winter",1997,"chae stev",1
"1997_5_removal_winter",1997,"chen frem",3
"1997_5_removal_winter",1997,"cryp cras",4
"1997_5_removal_winter",1997,"cryp micr",1
"1997_5_removal_winter",1997,"desc pinn",7
"1997_5_removal_winter",1997,"eria diff",18
"1997_5_removal_winter",1997,"erio aber",127
"1997_5_removal_winter",1997,"erod cicu",132
"1997_5_removal_winter",1997,"erod texa",2
"1997_5_removal_winter",1997,"hapl grac",224
"1997_5_removal_winter",1997,"lupi conc",7
"1997_5_removal_winter",1997,"micr lene",12
"1997_5_removal_winter",1997,"oeno prim",4
"1997_5_removal_winter",1997,"phac ariz",8
"1997_5_removal_winter",1997,"sper echi",5
"1997_5_removal_winter",1997,"vulp octo",3
"1997_6_exclosure_winter",1997,"astr nutt",159
"1997_6_exclosure_winter",1997,"bail mult",4
"1997_6_exclosure_winter",1997,"chae stev",16
"1997_6_exclosure_winter",1997,"chen frem",2
"1997_6_exclosure_winter",1997,"cryp cras",10
"1997_6_exclosure_winter",1997,"cryp micr",5
"1997_6_exclosure_winter",1997,"desc pinn",8
"1997_6_exclosure_winter",1997,"eria diff",23
"1997_6_exclosure_winter",1997,"erio aber",244
"1997_6_exclosure_winter",1997,"erod cicu",78
"1997_6_exclosure_winter",1997,"gili sinu",3
"1997_6_exclosure_winter",1997,"hapl grac",259
"1997_6_exclosure_winter",1997,"lupi conc",1
"1997_6_exclosure_winter",1997,"mala fend",2
"1997_6_exclosure_winter",1997,"micr lene",26
"1997_6_exclosure_winter",1997,"oeno prim",4
"1997_6_exclosure_winter",1997,"phac ariz",8
"1997_6_exclosure_winter",1997,"plan purs",1
"1997_6_exclosure_winter",1997,"sper echi",7
"1997_6_exclosure_winter",1997,"step exig",3
"1997_6_exclosure_winter",1997,"vulp octo",17
"1997_7_removal_winter",1997,"astr nutt",241
"1997_7_removal_winter",1997,"cryp cras",2
"1997_7_removal_winter",1997,"eria diff",4
"1997_7_removal_winter",1997,"erio aber",110
"1997_7_removal_winter",1997,"erod cicu",1101
"1997_7_removal_winter",1997,"gili sinu",1
"1997_7_removal_winter",1997,"hapl grac",25
"1997_7_removal_winter",1997,"lapp redo",17
"1997_7_removal_winter",1997,"lesq gord",23
"1997_7_removal_winter",1997,"micr lene",4
"1997_7_removal_winter",1997,"plan purs",53
"1997_7_removal_winter",1997,"vulp octo",10
"1997_8_control_winter",1997,"astr nutt",16
"1997_8_control_winter",1997,"bail mult",6
"1997_8_control_winter",1997,"chae stev",24
"1997_8_control_winter",1997,"cryp cras",7
"1997_8_control_winter",1997,"cryp micr",65
"1997_8_control_winter",1997,"desc pinn",5
"1997_8_control_winter",1997,"eria diff",107
"1997_8_control_winter",1997,"erio aber",248
"1997_8_control_winter",1997,"erod cicu",462
"1997_8_control_winter",1997,"gili sinu",2
"1997_8_control_winter",1997,"hapl grac",188
"1997_8_control_winter",1997,"lapp redo",1
"1997_8_control_winter",1997,"lepi lasi",1
"1997_8_control_winter",1997,"lina bige",7
"1997_8_control_winter",1997,"lupi conc",1
"1997_8_control_winter",1997,"micr lene",2
"1997_8_control_winter",1997,"phac ariz",1
"1997_8_control_winter",1997,"plan purs",3
"1997_8_control_winter",1997,"sper echi",5
"1997_8_control_winter",1997,"step exig",5
"1997_8_control_winter",1997,"vulp octo",82
"1997_10_removal_winter",1997,"ambr arte",1
"1997_10_removal_winter",1997,"astr nutt",232
"1997_10_removal_winter",1997,"bail mult",1
"1997_10_removal_winter",1997,"cryp micr",12
"1997_10_removal_winter",1997,"desc pinn",6
"1997_10_removal_winter",1997,"eria diff",14
"1997_10_removal_winter",1997,"erig dive",6
"1997_10_removal_winter",1997,"erio aber",315
"1997_10_removal_winter",1997,"erod cicu",501
"1997_10_removal_winter",1997,"erod texa",18
"1997_10_removal_winter",1997,"gili sinu",3
"1997_10_removal_winter",1997,"hapl grac",40
"1997_10_removal_winter",1997,"lesq gord",137
"1997_10_removal_winter",1997,"lina bige",5
"1997_10_removal_winter",1997,"lupi conc",16
"1997_10_removal_winter",1997,"micr lene",7
"1997_10_removal_winter",1997,"oeno prim",1
"1997_10_removal_winter",1997,"phac ariz",3
"1997_10_removal_winter",1997,"plan purs",7
"1997_10_removal_winter",1997,"sper echi",3
"1997_10_removal_winter",1997,"step exig",1
"1997_10_removal_winter",1997,"vulp octo",3
"1997_11_control_winter",1997,"astr nutt",5
"1997_11_control_winter",1997,"bail mult",1
"1997_11_control_winter",1997,"chae stev",183
"1997_11_control_winter",1997,"cryp cras",4
"1997_11_control_winter",1997,"cryp micr",44
"1997_11_control_winter",1997,"desc pinn",16
"1997_11_control_winter",1997,"eria diff",20
"1997_11_control_winter",1997,"erio aber",72
"1997_11_control_winter",1997,"erod cicu",54
"1997_11_control_winter",1997,"gili sinu",4
"1997_11_control_winter",1997,"hapl grac",155
"1997_11_control_winter",1997,"lapp redo",1
"1997_11_control_winter",1997,"lesq gord",38
"1997_11_control_winter",1997,"micr lene",13
"1997_11_control_winter",1997,"oeno prim",9
"1997_11_control_winter",1997,"phac ariz",62
"1997_11_control_winter",1997,"plan purs",97
"1997_11_control_winter",1997,"sper echi",15
"1997_11_control_winter",1997,"step exig",2
"1997_11_control_winter",1997,"vulp octo",21
"1997_12_control_winter",1997,"ambr arte",10
"1997_12_control_winter",1997,"astr nutt",4
"1997_12_control_winter",1997,"chae stev",258
"1997_12_control_winter",1997,"cryp cras",5
"1997_12_control_winter",1997,"cryp micr",17
"1997_12_control_winter",1997,"desc pinn",13
"1997_12_control_winter",1997,"eria diff",71
"1997_12_control_winter",1997,"erio aber",147
"1997_12_control_winter",1997,"erod cicu",99
"1997_12_control_winter",1997,"gili sinu",5
"1997_12_control_winter",1997,"hapl grac",50
"1997_12_control_winter",1997,"lapp redo",3
"1997_12_control_winter",1997,"lepi lasi",11
"1997_12_control_winter",1997,"lesq gord",23
"1997_12_control_winter",1997,"lina bige",6
"1997_12_control_winter",1997,"mala fend",2
"1997_12_control_winter",1997,"oeno prim",6
"1997_12_control_winter",1997,"phac ariz",18
"1997_12_control_winter",1997,"plan purs",3
"1997_12_control_winter",1997,"sper echi",4
"1997_12_control_winter",1997,"step exig",1
"1997_12_control_winter",1997,"vulp octo",9
